timestamp,elapsed_time_s,trial,target_rpm,command_rpm,command_change_flag,command_timestamp,command_elapsed_s,rpm_left,rpm_right,rpm_average,rpm_error_left,rpm_error_right,vbus,motor_state,sample_interval_s
2026-09-18T07:09:26.634+07:00,2.0778496650000307,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.03054118600084621
2026-09-18T07:09:26.665+07:00,2.1072574840000016,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.029407818999970914
2026-09-18T07:09:26.695+07:00,2.1373808689986618,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.030123384998660185
2026-09-18T07:09:26.726+07:00,2.1680585379999684,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.03067766900130664
2026-09-18T07:09:26.757+07:00,2.20077432799917,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.03271578999920166
2026-09-18T07:09:26.784+07:00,2.2271576059993095,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.0263832780001394
2026-09-18T07:09:26.814+07:00,2.2577319769989117,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.03057437099960225
2026-09-18T07:09:26.849+07:00,2.292558752998957,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.034826776000045356
2026-09-18T07:09:26.876+07:00,2.318514470998707,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.02595571799975005
2026-09-18T07:09:26.907+07:00,2.34733635900011,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.02882188800140284
2026-09-18T07:09:26.945+07:00,2.387941425999088,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.040605066998978145
2026-09-18T07:09:26.978+07:00,2.411498120000033,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.023556694000944844
2026-09-18T07:09:26.993+07:00,2.43652997999925,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.025031859999216977
2026-09-18T07:09:27.025+07:00,2.4672640659991885,4.2_25rpm,25.0,0.0,0,2026-09-18T07:09:24.555+07:00,0.0,0.0,0.0,0.0,0.0,0.0,42.3,PRE_STEP,0.030734085999938543
