trial,target_rpm,command_time_s,stop_time_s,samples,mean_dt_s,sampling_rate_hz,jitter_sd_ms,max_gap_ms,gap_count,vbus_mean,vbus_min,vbus_max,vbus_std,left_deadtime_s,left_t5_s,left_t10_s,left_t90_s,left_rise_time_s,left_settling_time_s,left_max_rpm,left_overshoot_pct,left_steady_mean_rpm,left_steady_state_error_rpm,left_steady_state_error_pct,left_rmse_rpm,right_deadtime_s,right_t5_s,right_t10_s,right_t90_s,right_rise_time_s,right_settling_time_s,right_max_rpm,right_overshoot_pct,right_steady_mean_rpm,right_steady_state_error_rpm,right_steady_state_error_pct,right_rmse_rpm
4.2_25rpm,25.0,3.000079473998994,63.00486652899963,2201,0.029998747295908703,33.334725284891555,5.990454488379674,71.34315300027083,13,42.101575000000004,42.0,42.3,0.062159225984564005,0.2029352520003158,3.20301472599931,3.20301472599931,3.20301472599931,0.0,,41.93333333333333,67.73333333333332,16.5,8.5,34.0,13.400757358365153,0.26037435100079165,3.260453824999786,3.260453824999786,3.260453824999786,0.0,60.00317550299951,43.666666666666664,74.66666666666666,25.00059880239521,-0.0005988023952099297,0.002395209580839719,4.566689537655623
